MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation,Credit_Progress_Category,OJT_Credit_Gap,OJT_Credit_Progress,OJT_Eligibility_Gap_Category,Academic_Risk_Index,Academic_Stability,OJT_Semester_Gap,OJT_Planning_Status,Required_Average_Credits_Per_Semester,Credit_Completion_Efficiency
SE1800098,Good,1,8.2,120,20,100,16.67,20.0,80,0,0,1,0,0,6,5,Low,0,False,44.0,Complete at least 80 more credits. Complete all prerequisite courses.,Early,80,20.0,Far_From_Eligible,1,90,5,Long_Term_Planning,16.0,100.0
SE1800099,Average,4,6.3,120,72,48,60.0,18.0,28,2,1,0,1,0,6,7,Medium,0,False,63.0,Complete at least 28 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,28,72.0,Moderate_Gap,4,60,2,Moderate_Planning_Gap,14.0,100.0
SE1800100,LateStarter,3,7.18,120,47,73,39.17,15.67,53,3,2,2,0,0,6,9,Medium,0,False,38.5,Complete at least 53 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,53,47.0,Far_From_Eligible,7,30,3,Long_Term_Planning,17.67,99.98
SE1800101,AtRisk,3,5.79,120,39,81,32.5,13.0,61,5,4,3,2,0,5,18,High,1,False,8.5,Complete at least 61 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,61,39.0,Far_From_Eligible,14,0,2,Moderate_Planning_Gap,30.5,100.0
SE1800102,Recovery,5,6.11,120,85,35,70.83,17.0,15,1,4,1,0,0,7,7,Medium,0,False,65.5,Complete at least 15 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,15,85.0,Near_Eligible,6,40,2,Moderate_Planning_Gap,7.5,100.0
SE1800103,Good,4,7.3,120,80,40,66.67,20.0,20,1,2,1,0,0,6,6,Medium,0,False,67.0,Complete at least 20 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,20,80.0,Near_Eligible,4,60,2,Moderate_Planning_Gap,10.0,100.0
SE1800104,LateStarter,3,7.07,120,38,82,31.67,12.67,62,3,2,0,0,0,6,6,Medium,0,False,46.0,Complete at least 62 more credits. Retake failed courses as soon as possible.,Developing,62,38.0,Far_From_Eligible,5,50,3,Long_Term_Planning,20.67,99.97
SE1800105,Excellent,4,8.9,120,73,47,60.83,18.25,27,0,0,0,0,0,5,2,Low,0,False,76.5,Complete at least 27 more credits.,Advanced,27,73.0,Moderate_Gap,0,100,1,Approaching_OJT,27.0,100.0
SE1800106,Average,4,6.61,120,70,50,58.33,17.5,30,3,2,2,0,0,6,9,Medium,0,False,50.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,30,70.0,Moderate_Gap,7,30,2,Moderate_Planning_Gap,15.0,100.0
SE1800107,Average,2,6.04,120,30,90,25.0,15.0,70,2,4,0,0,0,5,7,Medium,0,False,41.0,Complete at least 70 more credits. Retake failed courses as soon as possible.,Early,70,30.0,Far_From_Eligible,6,40,3,Long_Term_Planning,23.33,100.0
SE1800108,Good,4,8.41,120,79,41,65.83,19.75,21,1,2,0,0,0,6,4,Low,0,False,72.5,Complete at least 21 more credits. Retake failed courses as soon as possible.,Advanced,21,79.0,Moderate_Gap,3,70,2,Moderate_Planning_Gap,10.5,100.0
SE1800109,Average,7,6.28,120,111,9,92.5,15.86,0,1,4,1,0,0,8,6,Medium,0,False,78.5,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,6,40,1,Approaching_OJT,0.0,99.98
SE1800110,Excellent,5,9.32,120,101,19,84.17,20.2,0,0,0,0,0,0,7,0,Low,0,True,90.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,2,Moderate_Planning_Gap,0.0,100.0
SE1800111,Excellent,3,9.46,120,54,66,45.0,18.0,46,0,0,0,0,0,5,3,Low,0,False,67.0,Complete at least 46 more credits.,Developing,46,54.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,23.0,100.0
SE1800112,AtRisk,5,5.58,120,75,45,62.5,15.0,25,4,4,3,1,1,6,17,High,1,False,26.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,25,75.0,Moderate_Gap,13,0,1,Approaching_OJT,25.0,100.0
SE1800113,LateStarter,4,7.0,120,58,62,48.33,14.5,42,4,2,0,0,0,5,6,Medium,0,False,53.0,Complete at least 42 more credits. Retake failed courses as soon as possible.,Developing,42,58.0,Moderate_Gap,6,40,1,Approaching_OJT,42.0,100.0
SE1800114,Average,1,6.26,120,17,103,14.17,17.0,83,3,4,2,0,0,6,11,High,1,False,19.5,Complete at least 83 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,83,17.0,Far_From_Eligible,9,10,5,Long_Term_Planning,16.6,100.0
SE1800115,Average,4,6.59,120,74,46,61.67,18.5,26,3,2,2,0,0,6,9,Medium,0,False,52.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,26,74.0,Moderate_Gap,7,30,2,Moderate_Planning_Gap,13.0,100.0
SE1800116,Average,1,6.99,120,19,101,15.83,19.0,81,2,1,1,1,0,5,10,Medium,0,False,30.5,Complete at least 81 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,81,19.0,Far_From_Eligible,5,50,4,Long_Term_Planning,20.25,100.0
SE1800117,Good,2,7.19,120,43,77,35.83,21.5,57,1,1,1,0,0,5,7,Medium,0,False,50.5,Complete at least 57 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,57,43.0,Far_From_Eligible,3,70,3,Long_Term_Planning,19.0,100.0
SE1800118,AtRisk,2,5.65,120,36,84,30.0,18.0,64,5,4,2,2,0,6,17,High,1,False,13.0,Complete at least 64 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,64,36.0,Far_From_Eligible,13,0,4,Long_Term_Planning,16.0,100.0
SE1800119,Good,4,7.62,120,69,51,57.5,17.25,31,1,1,1,0,0,5,7,Medium,0,False,63.5,Complete at least 31 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,31,69.0,Moderate_Gap,3,70,1,Approaching_OJT,31.0,100.0
SE1800120,Average,4,6.09,120,62,58,51.67,15.5,38,1,4,0,1,0,5,9,Medium,0,False,55.0,Complete at least 38 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,38,62.0,Moderate_Gap,6,40,1,Approaching_OJT,38.0,100.0
SE1800121,Average,5,6.33,120,83,37,69.17,16.6,17,2,3,2,1,0,7,11,High,1,False,52.5,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,17,83.0,Near_Eligible,8,20,2,Moderate_Planning_Gap,8.5,100.0
SE1800122,Average,4,6.57,120,66,54,55.0,16.5,34,1,4,0,0,0,6,7,Medium,0,False,62.0,Complete at least 34 more credits. Retake failed courses as soon as possible.,Developing,34,66.0,Moderate_Gap,5,50,2,Moderate_Planning_Gap,17.0,100.0
SE1800123,Good,3,7.34,120,56,64,46.67,18.67,44,0,2,1,0,0,6,6,Medium,0,False,58.0,Complete at least 44 more credits. Complete all prerequisite courses.,Developing,44,56.0,Moderate_Gap,3,70,3,Long_Term_Planning,14.67,99.98
SE1800124,AtRisk,3,5.34,120,36,84,30.0,12.0,64,3,4,3,2,0,5,17,High,1,False,13.0,Complete at least 64 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,64,36.0,Far_From_Eligible,12,0,2,Moderate_Planning_Gap,32.0,100.0
SE1800125,AtRisk,8,5.09,120,106,14,88.33,13.25,0,4,6,2,2,0,8,14,High,1,False,47.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,14,0,0,OJT_Ready_Stage,0.0,100.0
SE1800126,Good,5,8.16,120,97,23,80.83,19.4,3,0,0,0,0,0,6,1,Low,0,False,88.5,Complete at least 3 more credits.,Near_Completion,3,97.0,Near_Eligible,0,100,1,Approaching_OJT,3.0,100.0
SE1800127,Good,5,7.72,120,95,25,79.17,19.0,5,1,1,0,0,0,7,3,Low,0,False,82.5,Complete at least 5 more credits. Retake failed courses as soon as possible.,Advanced,5,95.0,Near_Eligible,2,80,2,Moderate_Planning_Gap,2.5,100.0
SE1800128,Good,5,7.88,120,96,24,80.0,19.2,4,1,0,0,0,0,6,2,Low,0,False,85.0,Complete at least 4 more credits. Retake failed courses as soon as possible.,Near_Completion,4,96.0,Near_Eligible,1,90,1,Approaching_OJT,4.0,100.0
SE1800129,Good,7,8.14,120,112,8,93.33,16.0,0,1,1,0,0,0,8,2,Low,0,True,91.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,100.0
SE1800130,AtRisk,3,5.38,120,47,73,39.17,15.67,53,3,5,1,2,0,6,16,High,1,False,28.5,Complete at least 53 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,53,47.0,Far_From_Eligible,11,0,3,Long_Term_Planning,17.67,99.98
SE1800131,Excellent,7,9.79,120,118,2,98.33,16.86,0,0,0,0,0,0,8,0,Low,0,True,99.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,99.98
SE1800132,Excellent,3,9.7,120,63,57,52.5,21.0,37,0,0,0,0,0,5,3,Low,0,False,71.5,Complete at least 37 more credits.,Developing,37,63.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,18.5,100.0
SE1800133,Average,4,6.08,120,69,51,57.5,17.25,31,3,3,0,1,0,5,10,Medium,0,False,54.5,Complete at least 31 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,31,69.0,Moderate_Gap,7,30,1,Approaching_OJT,31.0,100.0
SE1800134,Average,2,6.5,120,42,78,35.0,21.0,58,2,3,2,0,0,5,10,Medium,0,False,37.0,Complete at least 58 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,58,42.0,Far_From_Eligible,7,30,3,Long_Term_Planning,19.33,100.0
SE1800135,Good,3,7.9,120,62,58,51.67,20.67,38,0,0,1,0,0,6,5,Low,0,False,65.0,Complete at least 38 more credits. Complete all prerequisite courses.,Developing,38,62.0,Moderate_Gap,1,90,3,Long_Term_Planning,12.67,99.98
SE1800136,Critical,5,3.72,120,57,63,47.5,11.4,43,8,8,4,3,2,6,24,High,1,False,0.0,Complete at least 43 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,43,57.0,Moderate_Gap,25,0,1,Approaching_OJT,43.0,100.0
SE1800137,Good,2,7.69,120,34,86,28.33,17.0,66,0,1,1,0,0,6,6,Medium,0,False,49.0,Complete at least 66 more credits. Complete all prerequisite courses.,Early,66,34.0,Far_From_Eligible,2,80,4,Long_Term_Planning,16.5,100.0
SE1800138,Average,5,6.78,120,81,39,67.5,16.2,19,2,2,1,1,0,6,9,Medium,0,False,59.5,Complete at least 19 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,19,81.0,Near_Eligible,6,40,1,Approaching_OJT,19.0,100.0
SE1800139,Average,6,6.83,120,94,26,78.33,15.67,6,3,2,0,0,0,7,5,Low,0,False,74.0,Complete at least 6 more credits. Retake failed courses as soon as possible.,Advanced,6,94.0,Near_Eligible,5,50,1,Approaching_OJT,6.0,99.98
SE1800140,Average,5,6.36,120,89,31,74.17,17.8,11,2,4,1,0,0,6,7,Medium,0,False,64.5,Complete at least 11 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,11,89.0,Near_Eligible,7,30,1,Approaching_OJT,11.0,100.0
SE1800141,Good,5,7.58,120,92,28,76.67,18.4,8,0,1,0,0,0,7,2,Low,0,False,84.0,Complete at least 8 more credits.,Advanced,8,92.0,Near_Eligible,1,90,2,Moderate_Planning_Gap,4.0,100.0
SE1800142,LateStarter,5,6.59,120,80,40,66.67,16.0,20,3,5,2,1,0,6,13,High,1,False,44.0,Complete at least 20 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,20,80.0,Near_Eligible,11,0,1,Approaching_OJT,20.0,100.0
SE1800143,Average,4,6.36,120,71,49,59.17,17.75,29,2,2,0,1,0,5,7,Medium,0,False,60.5,Complete at least 29 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,29,71.0,Moderate_Gap,5,50,1,Approaching_OJT,29.0,100.0
SE1800144,Good,2,7.11,120,46,74,38.33,23.0,54,0,2,0,0,0,6,4,Low,0,False,59.0,Complete at least 54 more credits.,Developing,54,46.0,Far_From_Eligible,2,80,4,Long_Term_Planning,13.5,100.0
SE1800145,Good,3,8.03,120,59,61,49.17,19.67,41,0,2,1,0,0,6,6,Medium,0,False,59.5,Complete at least 41 more credits. Complete all prerequisite courses.,Developing,41,59.0,Moderate_Gap,3,70,3,Long_Term_Planning,13.67,99.98
SE1800146,Average,3,6.44,120,49,71,40.83,16.33,51,3,4,0,0,0,6,8,Medium,0,False,47.5,Complete at least 51 more credits. Retake failed courses as soon as possible.,Developing,51,49.0,Far_From_Eligible,7,30,3,Long_Term_Planning,17.0,100.0
SE1800147,Recovery,3,6.48,120,51,69,42.5,17.0,49,2,3,1,1,0,5,11,High,1,False,42.5,Complete at least 49 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,49,51.0,Moderate_Gap,7,30,2,Moderate_Planning_Gap,24.5,100.0
SE1800148,AtRisk,6,5.14,120,90,30,75.0,15.0,10,3,6,2,1,0,7,14,High,1,False,47.0,Complete at least 10 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,10,90.0,Near_Eligible,12,0,1,Approaching_OJT,10.0,100.0
SE1800149,Excellent,3,9.17,120,62,58,51.67,20.67,38,0,0,0,0,0,6,3,Low,0,False,71.0,Complete at least 38 more credits.,Developing,38,62.0,Moderate_Gap,0,100,3,Long_Term_Planning,12.67,99.98
SE1800150,Recovery,4,6.2,120,63,57,52.5,15.75,37,1,3,0,1,0,5,9,Medium,0,False,57.5,Complete at least 37 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,37,63.0,Moderate_Gap,5,50,1,Approaching_OJT,37.0,100.0
SE1800151,Good,2,8.06,120,39,81,32.5,19.5,61,0,0,0,0,0,5,3,Low,0,False,59.5,Complete at least 61 more credits.,Developing,61,39.0,Far_From_Eligible,0,100,3,Long_Term_Planning,20.33,100.0
SE1800152,AtRisk,4,5.61,120,52,68,43.33,13.0,48,3,5,1,1,1,5,17,High,1,False,28.0,Complete at least 48 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,48,52.0,Moderate_Gap,11,0,1,Approaching_OJT,48.0,100.0
SE1800153,AtRisk,3,5.12,120,39,81,32.5,13.0,61,4,6,1,1,1,5,17,High,1,False,16.5,Complete at least 61 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,61,39.0,Far_From_Eligible,13,0,2,Moderate_Planning_Gap,30.5,100.0
SE1800154,Average,5,6.71,120,89,31,74.17,17.8,11,2,1,2,1,0,7,9,Medium,0,False,59.5,Complete at least 11 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,11,89.0,Near_Eligible,6,40,2,Moderate_Planning_Gap,5.5,100.0
SE1800155,Good,5,7.78,120,93,27,77.5,18.6,7,0,2,0,0,0,6,2,Low,0,False,82.5,Complete at least 7 more credits.,Advanced,7,93.0,Near_Eligible,2,80,1,Approaching_OJT,7.0,100.0
SE1800156,Average,8,6.25,120,108,12,90.0,13.5,0,2,1,1,0,0,8,5,Low,0,False,80.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,4,60,0,OJT_Ready_Stage,0.0,100.0
SE1800157,AtRisk,5,5.33,120,69,51,57.5,13.8,31,4,5,3,1,1,7,19,High,1,False,21.5,Complete at least 31 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,31,69.0,Moderate_Gap,14,0,2,Moderate_Planning_Gap,15.5,100.0
SE1800158,Average,6,6.06,120,106,14,88.33,17.67,0,1,3,0,0,0,6,4,Low,0,True,84.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,4,60,0,OJT_Ready_Stage,0.0,99.98
SE1800159,Good,3,7.59,120,63,57,52.5,21.0,37,1,1,0,0,0,6,5,Low,0,False,66.5,Complete at least 37 more credits. Retake failed courses as soon as possible.,Developing,37,63.0,Moderate_Gap,2,80,3,Long_Term_Planning,12.33,100.0
SE1800160,Critical,1,4.48,120,12,108,10.0,12.0,88,5,7,3,3,2,6,24,High,1,False,0.0,Complete at least 88 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,88,12.0,Far_From_Eligible,20,0,5,Long_Term_Planning,17.6,100.0
SE1800161,Good,3,8.03,120,55,65,45.83,18.33,45,1,0,1,0,0,5,6,Medium,0,False,58.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,45,55.0,Moderate_Gap,2,80,2,Moderate_Planning_Gap,22.5,100.0
SE1800162,Average,3,6.08,120,55,65,45.83,18.33,45,2,3,1,1,0,6,11,High,1,False,44.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,45,55.0,Moderate_Gap,7,30,3,Long_Term_Planning,15.0,100.0
SE1800163,Good,1,8.3,120,20,100,16.67,20.0,80,1,1,0,0,0,6,5,Low,0,False,45.0,Complete at least 80 more credits. Retake failed courses as soon as possible.,Early,80,20.0,Far_From_Eligible,2,80,5,Long_Term_Planning,16.0,100.0
SE1800164,Average,5,6.16,120,80,40,66.67,16.0,20,1,4,0,0,0,6,6,Medium,0,False,69.0,Complete at least 20 more credits. Retake failed courses as soon as possible.,Advanced,20,80.0,Near_Eligible,5,50,1,Approaching_OJT,20.0,100.0
SE1800165,AtRisk,4,5.38,120,68,52,56.67,17.0,32,3,4,3,2,1,6,19,High,1,False,21.0,Complete at least 32 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,32,68.0,Moderate_Gap,13,0,2,Moderate_Planning_Gap,16.0,100.0
SE1800166,Average,2,6.14,120,35,85,29.17,17.5,65,2,3,2,1,0,5,12,High,1,False,28.5,Complete at least 65 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,65,35.0,Far_From_Eligible,8,20,3,Long_Term_Planning,21.67,100.0
SE1800167,Excellent,3,9.28,120,62,58,51.67,20.67,38,0,0,0,0,0,6,3,Low,0,False,71.0,Complete at least 38 more credits.,Developing,38,62.0,Moderate_Gap,0,100,3,Long_Term_Planning,12.67,99.98
SE1800168,Average,8,6.2,120,110,10,91.67,13.75,0,1,4,0,1,0,8,6,Medium,0,True,79.0,Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,6,40,0,OJT_Ready_Stage,0.0,100.0
SE1800169,AtRisk,7,5.98,120,103,17,85.83,14.71,0,5,3,3,2,1,8,17,High,1,False,34.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,14,0,1,Approaching_OJT,0.0,100.0
SE1800170,Critical,5,4.88,120,75,45,62.5,15.0,25,6,7,4,2,1,6,21,High,1,False,3.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,25,75.0,Moderate_Gap,20,0,1,Approaching_OJT,25.0,100.0
SE1800171,AtRisk,3,5.49,120,41,79,34.17,13.67,59,5,5,2,1,0,5,17,High,1,False,18.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,59,41.0,Far_From_Eligible,13,0,2,Moderate_Planning_Gap,29.5,99.98
SE1800172,Good,8,8.07,120,120,0,100.0,15.0,0,1,1,0,0,0,8,2,Low,0,True,95.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,2,80,0,OJT_Ready_Stage,0.0,100.0
SE1800173,Average,4,6.67,120,71,49,59.17,17.75,29,1,2,0,1,0,5,7,Medium,0,False,63.5,Complete at least 29 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,29,71.0,Moderate_Gap,4,60,1,Approaching_OJT,29.0,100.0
SE1800174,Average,3,6.16,120,56,64,46.67,18.67,44,1,3,2,1,0,6,12,High,1,False,42.0,Complete at least 44 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,44,56.0,Moderate_Gap,7,30,3,Long_Term_Planning,14.67,99.98
SE1800175,Good,7,7.41,120,118,2,98.33,16.86,0,1,2,0,0,0,8,2,Low,0,True,92.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,99.98
SE1800176,Good,5,8.34,120,93,27,77.5,18.6,7,0,0,0,0,0,6,1,Low,0,False,86.5,Complete at least 7 more credits.,Advanced,7,93.0,Near_Eligible,0,100,1,Approaching_OJT,7.0,100.0
SE1800177,AtRisk,4,5.63,120,65,55,54.17,16.25,35,5,5,3,2,1,5,21,High,1,False,11.5,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,35,65.0,Moderate_Gap,16,0,1,Approaching_OJT,35.0,100.0
